"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",13.459,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",13.027,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",13.046,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",12.813,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",13.923,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",14.757,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",14.254,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",15.169,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",16.703,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",16.851,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",17.552,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",20.163,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",21.63,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",20.815,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",21.943,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",22.63,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",23.584,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",23.871,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2018",25.004,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2019",25.909,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2020",21.902,
"PER","PRYENRGSUPPLY","TOT","MLN_TOE","A","2021",,"L"
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1960",,"L"
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1961",,"L"
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1962",,"L"
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1963",,"L"
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1964",,"L"
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1965",,"L"
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1966",,"L"
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1967",,"L"
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1968",,"L"
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1969",,"L"
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1970",,"L"
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1971",14.906,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1972",14.983,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1973",16.723,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1974",16.757,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1975",17.783,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1976",18.646,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1977",19.437,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1978",19.757,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1979",20.944,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1980",21.877,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1981",21.965,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1982",22.549,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1983",24.537,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1984",21.995,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1985",23.117,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1986",23.103,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1987",24.208,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1988",25.633,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1989",26.978,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1990",26.87,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1991",27.929,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1992",29.475,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1993",27.93,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1994",31.009,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1995",32.62,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1996",33.654,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1997",35.502,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1998",36.746,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","1999",37.722,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",38.987,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",37.118,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",37.612,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",37.661,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",37.358,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",38.403,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",38.085,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",38.997,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",40.896,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",39.907,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",41.693,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",42.213,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",43.968,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",45.393,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",48.513,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",52.727,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",55.834,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",59.066,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2018",60.905,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2019",61.329,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2020",58.04,
"PHL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2021",,"L"
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1960",,"L"
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1961",,"L"
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1962",,"L"
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1963",,"L"
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1964",,"L"
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1965",,"L"
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1966",,"L"
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1967",,"L"
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1968",,"L"
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1969",,"L"
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1970",,"L"
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1971",42.135,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1972",44.042,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1973",47.842,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1974",48.072,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1975",51.809,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1976",55.922,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1977",59.521,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1978",64.136,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1979",63.681,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1980",65.236,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1981",64.763,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1982",64.781,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1983",65.299,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1984",64.736,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1985",64.948,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1986",66.694,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1987",69.49,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1988",69.959,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1989",69.194,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1990",61.981,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1991",51.073,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1992",46.066,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1993",45.693,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1994",43.104,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1995",46.606,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1996",47.851,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1997",44.887,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1998",41.089,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1999",36.267,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",36.251,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",36.888,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",38.145,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",39.731,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",38.702,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",38.548,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",39.88,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",39.688,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",39.538,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",34.783,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",34.919,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",35.694,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",34.831,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",31.777,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",31.443,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",31.678,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",31.614,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",33.17,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2018",33.438,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2019",33.032,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2020",32.154,
"ROU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2021",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1960",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1961",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1962",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1963",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1964",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1965",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1966",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1967",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1968",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1969",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1970",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1971",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1972",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1973",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1974",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1975",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1976",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1977",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1978",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1979",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1980",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1981",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1982",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1983",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1984",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1985",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1986",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1987",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1988",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1989",,"L"
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1990",879.335,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1991",871.37,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1992",795.731,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1993",751.219,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1994",657.041,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1995",636.76,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1996",630.361,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1997",602.113,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1998",588.064,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","1999",609.138,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",619.37,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",625.934,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",623.283,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",645.398,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",647.511,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",651.749,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",670.781,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",672.68,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",688.358,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",646.704,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",693.301,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",715.697,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",724.933,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",704.209,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",705.958,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",692.134,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",713.119,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",726.333,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2018",771.524,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2019",772.651,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2020",757.825,
"RUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2021",821.015,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1960",,"L"
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1961",,"L"
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1962",,"L"
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1963",,"L"
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1964",,"L"
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1965",,"L"
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1966",,"L"
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1967",,"L"
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1968",,"L"
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1969",,"L"
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1970",,"L"
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1971",5.781,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1972",6.251,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1973",7.233,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1974",8.094,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1975",8.77,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1976",10.169,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1977",11.357,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1978",17.081,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1979",22.451,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1980",31.103,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1981",42.312,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1982",47.416,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1983",51.842,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1984",45.709,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1985",45.998,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1986",45.952,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1987",54.929,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1988",62.882,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1989",62.889,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1990",58.01,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1991",67.527,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1992",76.933,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1993",79.865,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1994",84.036,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1995",83.944,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1996",89.825,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1997",86.536,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1998",92.061,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","1999",93.672,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",106.785,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",110.012,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",124.306,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",124.536,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",121.994,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",128.753,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",138.854,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",146.38,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",161.175,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",174.224,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",194.133,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",202.558,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",209.596,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",206.991,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",229.123,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",234.096,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",235.962,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",240.118,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2018",231.849,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2019",232.154,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2020",229.87,
"SAU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2021",,"L"
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1960",,"L"
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1961",,"L"
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1962",,"L"
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1963",,"L"
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1964",,"L"
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1965",,"L"
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1966",,"L"
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1967",,"L"
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1968",,"L"
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1969",,"L"
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1970",,"L"
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1971",2.73,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1972",3.378,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1973",3.754,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1974",4.005,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1975",3.712,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1976",3.883,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1977",4.1,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1978",5.212,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1979",5.079,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1980",5.132,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1981",5.382,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1982",5.259,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1983",5.887,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1984",6.709,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1985",6.766,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1986",7.191,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1987",7.653,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1988",8.485,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1989",8.489,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1990",11.526,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1991",13.065,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1992",14.825,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1993",18.183,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1994",22.089,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1995",18.845,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1996",19.673,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1997",22.087,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1998",19.963,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1999",18.161,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",18.669,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",21.294,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",21.156,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",25.582,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",30.713,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",21.012,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",22.572,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",20.82,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",23.996,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",25.284,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",23.502,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",20.714,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",24.374,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",26.464,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",29.007,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",31.713,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",32.551,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",35.434,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2018",32.695,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2019",34.721,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2020",32.114,
"SGP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2021",,"L"
"SVN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1960",,"L"
"SVN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1961",,"L"
"SVN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1962",,"L"
"SVN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1963",,"L"
"SVN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1964",,"L"
"SVN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1965",,"L"
"SVN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1966",,"L"
"SVN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1967",,"L"
"SVN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1968",,"L"
"SVN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1969",,"L"
"SVN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1970",,"L"
"SVN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1971",,"L"
"SVN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1972",,"L"
"SVN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1973",,"L"
"SVN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1974",,"L"
"SVN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1975",,"L"
"SVN","PRYENRGSUPPLY","TOT","MLN_TOE","A","1976",,"L"
